TF (knockdown),Gene Symbol,Logratio(log10),Fold change
Sox2,March11,-0.3954,0.4023
Sox2,Serpinb6c,-0.3955,0.4022
Sox2,2210418O10Rik,-0.3957,0.402
Sox2,Itgb7,-0.3963,0.4015
Sox2,Ppef2,-0.3964,0.4014
Sox2,Cysltr2,-0.3964,0.4014
Sox2,LOC380994,-0.3973,0.4005
Sox2,Defcr6,-0.3982,0.3997
Sox2,4930504H06Rik,-0.3983,0.3996
Sox2,Odz4,-0.3987,0.3993
Sox2,Ifitm6,-0.3987,0.3993
Sox2,LOC434182,-0.4005,0.3976
Sox2,EG626231,-0.4006,0.3975
Sox2,EG432988,-0.4009,0.3972
Sox2,Cubn,-0.4034,0.395
Sox2,AI467606,-0.4034,0.395
Sox2,Nsg2,-0.4037,0.3947
Sox2,Mettl7b,-0.4039,0.3945
Sox2,2410114N07Rik,-0.4043,0.3941
Sox2,2410081M15Rik,-0.4074,0.3913
Sox2,C78283,-0.4078,0.391
Sox2,Mras,-0.4083,0.3905
Sox2,Ryr2,-0.4089,0.39
Sox2,Etv4,-0.4093,0.3896
Sox2,OTTMUSG00000008833,-0.4103,0.3887
Sox2,Cxcl5,-0.4111,0.388
Sox2,Sox2,-0.4129,0.3864
Sox2,Spry4,-0.4131,0.3862
Sox2,Sgk2,-0.4137,0.3857
Sox2,Zfp532,-0.4142,0.3853
Sox2,Ccbl2,-0.4146,0.3849
Sox2,Pnpla5,-0.4156,0.384
Sox2,Xirp2,-0.4158,0.3838
Sox2,Mobp,-0.4169,0.3829
Sox2,1700022P22Rik,-0.4169,0.3829
Sox2,Cyp2c29,-0.4175,0.3823
Sox2,1700001P01Rik,-0.4182,0.3817
Sox2,1700023D19Rik,-0.4189,0.3811
Sox2,Pla2g1b,-0.4198,0.3803
Sox2,Wnt5a,-0.4198,0.3803
Sox2,1700108F19Rik,-0.4204,0.3798
Sox2,Arid5b,-0.4206,0.3796
Sox2,Blnk,-0.4218,0.3786
Sox2,C230040D14,-0.4219,0.3785
Sox2,Egfl6,-0.4248,0.376
Sox2,Esrrb,-0.4255,0.3754
Sox2,Tagln3,-0.4259,0.375
Sox2,RP23-330D3.5,-0.4275,0.3736
Sox2,Sh2d4b,-0.4275,0.3736
Sox2,Chmp4c,-0.4277,0.3735
Sox2,Apod,-0.4285,0.3728
Sox2,Alpk3,-0.4288,0.3725
Sox2,Slc5a11,-0.4294,0.372
Sox2,A130078K24Rik,-0.4302,0.3713
Sox2,Lyl1,-0.4323,0.3695
Sox2,Itga9,-0.4324,0.3694
Sox2,Fbp1,-0.4327,0.3692
Sox2,Tmprss13,-0.433,0.3689
Sox2,Kng1,-0.4335,0.3685
Sox2,Ndg2,-0.4336,0.3684
Sox2,Ankrd35,-0.4338,0.3682
Sox2,Dusp27,-0.4339,0.3682
Sox2,St8sia1,-0.4359,0.3665
Sox2,EG653016,-0.4362,0.3662
Sox2,9630031F12Rik,-0.4383,0.3645
Sox2,Pitpnc1,-0.4411,0.3621
Sox2,Hsd17b14,-0.4413,0.3619
Sox2,Itpka,-0.4419,0.3614
Sox2,RP23-67E6.3,-0.446,0.358
Sox2,D16Ertd472e,-0.4461,0.358
Sox2,Bdh2,-0.4471,0.3571
Sox2,Eras,-0.4472,0.3571
Sox2,Zfp59,-0.4498,0.3549
Sox2,Nf2,-0.4507,0.3542
Sox2,D430040L24Rik,-0.451,0.3539
Sox2,Gm1322,-0.4514,0.3536
Sox2,Hormad1,-0.4521,0.3531
Sox2,Pnpla3,-0.4568,0.3493
Sox2,Phf11,-0.4569,0.3492
Sox2,Dtna,-0.4576,0.3486
Sox2,F2,-0.4595,0.3471
Sox2,Ly6g6d,-0.461,0.3459
Sox2,Tekt1,-0.4628,0.3445
Sox2,Zfp42,-0.463,0.3443
Sox2,Sfrp4,-0.4632,0.3441
Sox2,Cd300e,-0.4636,0.3438
Sox2,Exoc3l,-0.4658,0.3421
Sox2,Porcn,-0.4675,0.3408
Sox2,Tns3,-0.47,0.3388
Sox2,Gpa33,-0.4703,0.3386
Sox2,Nr5a2,-0.4704,0.3385
Sox2,Sh3gl2,-0.4708,0.3382
Sox2,LOC434061,-0.4714,0.3377
Sox2,Slc47a1,-0.4728,0.3366
Sox2,Scgb1c1,-0.4731,0.3364
Sox2,Rab25,-0.4733,0.3362
Sox2,Gsg1,-0.4757,0.3344
Sox2,Sept1,-0.4759,0.3342
Sox2,Rnf165,-0.4765,0.3338
Sox2,LOC672677,-0.4778,0.3328
Sox2,Ms4a10,-0.478,0.3326
Sox2,4833419E13Rik,-0.4786,0.3322
Sox2,Hopx,-0.4791,0.3318
Sox2,Cobl,-0.4801,0.331
Sox2,D630045M09Rik,-0.4822,0.3294
Sox2,Ctsm,-0.4833,0.3286
Sox2,Clnk,-0.4843,0.3278
Sox2,Kng2,-0.4845,0.3277
Sox2,2410137M14Rik,-0.4847,0.3275
Sox2,EG238217,-0.485,0.3273
Sox2,Wfdc15a,-0.4865,0.3262
Sox2,Ryr3,-0.4876,0.3253
Sox2,Chrna9,-0.4886,0.3246
Sox2,Clcnkb,-0.489,0.3243
Sox2,Trim52,-0.4894,0.324
Sox2,Ptprj,-0.4896,0.3238
Sox2,Usp28,-0.4906,0.3231
Sox2,1700016M24Rik,-0.4909,0.3229
Sox2,LOC432488,-0.492,0.3221
Sox2,Fgf4,-0.4926,0.3216
Sox2,Krt71,-0.4947,0.3201
Sox2,Kctd8,-0.4958,0.3193
Sox2,Tdrd12,-0.4969,0.3184
Sox2,Pcyt1b,-0.4995,0.3165
Sox2,Vpreb3,-0.5,0.3162
Sox2,Anxa10,-0.5025,0.3144
Sox2,2200001I15Rik,-0.5042,0.3131
Sox2,Abcb11,-0.5061,0.3118
Sox2,Fblim1,-0.508,0.3104
Sox2,Crct1,-0.5085,0.31
Sox2,Klf2,-0.5087,0.3099
Sox2,Fbxw16,-0.5095,0.3093
Sox2,Fcgr2b,-0.5117,0.3078
Sox2,Cps1,-0.5147,0.3057
Sox2,LOC677134,-0.5154,0.3052
Sox2,4930558O21Rik,-0.5189,0.3027
Sox2,Spata22,-0.5198,0.3021
Sox2,9430069I07Rik,-0.5209,0.3013
Sox2,E130202H07Rik,-0.5211,0.3012
Sox2,EG545253,-0.5216,0.3008
Sox2,Gm1631,-0.5232,0.2997
Sox2,Gjb1,-0.5233,0.2997
Sox2,Neurod5,-0.5234,0.2996
Sox2,Htr1b,-0.5242,0.299
Sox2,2210016H18Rik,-0.5248,0.2986
Sox2,4932425I24Rik,-0.5251,0.2984
Sox2,2210022J03Rik,-0.5253,0.2983
Sox2,Slc5a1,-0.5258,0.2979
Sox2,Cpsf4l,-0.5264,0.2975
Sox2,LOC670511,-0.5284,0.2962
Sox2,Rapgef4,-0.5285,0.2961
Sox2,2310039E09Rik,-0.5289,0.2958
Sox2,Bnc2,-0.5314,0.2941
Sox2,Msc,-0.5324,0.2934
Sox2,Insc,-0.5336,0.2926
Sox2,Ankrd34a,-0.5345,0.292
Sox2,Tal1,-0.5361,0.291
Sox2,LOC245202,-0.5365,0.2907
Sox2,9130221D24Rik,-0.5382,0.2896
Sox2,Trim2,-0.5397,0.2886
Sox2,Tet2,-0.5399,0.2884
Sox2,LOC671464,-0.5407,0.2879
Sox2,Gbx1,-0.5408,0.2878
Sox2,Kdr,-0.5412,0.2876
Sox2,Socs2,-0.5431,0.2863
Sox2,1700029P11Rik,-0.5438,0.2858
Sox2,Mtap7d3,-0.5454,0.2848
Sox2,Ly6g6e,-0.5467,0.2839
Sox2,4931440P22Rik,-0.5491,0.2824
Sox2,D1pas1,-0.5493,0.2822
Sox2,Tmc3,-0.5503,0.2816
Sox2,Ms4a6d,-0.5511,0.2811
Sox2,Glod5,-0.5514,0.2809
Sox2,2310042E22Rik,-0.5517,0.2807
Sox2,EG226654,-0.5518,0.2806
Sox2,Insm1,-0.5541,0.2791
Sox2,LOC436089,-0.5542,0.2791
Sox2,Pga5,-0.5562,0.2778
Sox2,C330004M20Rik,-0.5563,0.2777
Sox2,Tdh,-0.5571,0.2772
Sox2,5830431A10Rik,-0.5577,0.2768
Sox2,Adam23,-0.558,0.2766
Sox2,Lrrn3,-0.5588,0.2761
Sox2,Pla2g4e,-0.5595,0.2757
Sox2,Camkv,-0.5602,0.2752
Sox2,Acsbg2,-0.5617,0.2743
Sox2,Lama1,-0.5636,0.2731
Sox2,C730007P19Rik,-0.5665,0.2713
Sox2,Fzd5,-0.5677,0.2705
Sox2,Tnfsf12-tnfsf13,-0.5678,0.2705
Sox2,Rnf125,-0.5687,0.2699
Sox2,D14Ertd668e,-0.5689,0.2698
Sox2,4930500O09Rik,-0.5723,0.2677
Sox2,Foxd3,-0.5727,0.2674
Sox2,4930434E21Rik,-0.5737,0.2668
Sox2,Hsf2bp,-0.5737,0.2668
Sox2,Meox2,-0.5765,0.2651
Sox2,Pax8,-0.5769,0.2649
Sox2,1700063H04Rik,-0.5771,0.2647
Sox2,Sema5b,-0.5775,0.2645
Sox2,Cyp2c40,-0.5775,0.2645
Sox2,Ptger2,-0.5842,0.2604
Sox2,EG328314,-0.5842,0.2604
Sox2,Scn3a,-0.5849,0.26
Sox2,Gtsf1l,-0.5886,0.2578
Sox2,Zfp819,-0.5887,0.2578
Sox2,Adam25,-0.5898,0.2571
Sox2,Cd2,-0.5955,0.2538
Sox2,Centa1,-0.6017,0.2502
Sox2,Gm867,-0.6051,0.2482
Sox2,Usp50,-0.6092,0.2459
Sox2,Ooep,-0.6096,0.2456
Sox2,EG619959,-0.6104,0.2452
Sox2,Dab1,-0.6118,0.2444
Sox2,Myb,-0.6138,0.2433
Sox2,Sult6b1,-0.6156,0.2423
Sox2,Cnpy1,-0.6231,0.2381
Sox2,Mcf2,-0.6263,0.2364
Sox2,Cyp3a13,-0.6265,0.2363
Sox2,Ebf1,-0.6265,0.2363
Sox2,Fgf15,-0.6272,0.2359
Sox2,Gm189,-0.6282,0.2353
Sox2,C77370,-0.6304,0.2342
Sox2,Slc6a15,-0.6307,0.234
Sox2,Fut9,-0.6331,0.2327
Sox2,Prmt8,-0.6344,0.232
Sox2,Aoah,-0.6404,0.2288
Sox2,Tmprss5,-0.6409,0.2286
Sox2,8430410A17Rik,-0.6413,0.2284
Sox2,Neurod1,-0.6429,0.2275
Sox2,C430039J16Rik,-0.644,0.2269
Sox2,Trim36,-0.645,0.2264
Sox2,Trpm1,-0.6459,0.2259
Sox2,Jam2,-0.6463,0.2257
Sox2,H2-M5,-0.6474,0.2252
Sox2,Igkv4-90,-0.6572,0.2201
Sox2,Ak7,-0.6575,0.22
Sox2,Dpys,-0.665,0.2162
Sox2,Nphs1,-0.6666,0.2154
Sox2,Spn,-0.6707,0.2134
Sox2,Olfr985,-0.6711,0.2132
Sox2,Mcc,-0.6718,0.2129
Sox2,Spats1,-0.6719,0.2128
Sox2,Sgcz,-0.6733,0.2121
Sox2,C920008G01Rik,-0.6736,0.212
Sox2,4930558C23Rik,-0.6748,0.2114
Sox2,4931407G18Rik,-0.6756,0.211
Sox2,1700097N02Rik,-0.676,0.2108
Sox2,Lrrc34,-0.676,0.2108
Sox2,Krt17,-0.6769,0.2104
Sox2,Tmprss11d,-0.6771,0.2103
Sox2,4921511C04Rik,-0.6787,0.2095
Sox2,Edn2,-0.6792,0.2093
Sox2,Pdzd4,-0.6818,0.208
Sox2,2410152P15Rik,-0.6886,0.2048
Sox2,Nlrc4,-0.691,0.2037
Sox2,Syt4,-0.693,0.2027
Sox2,LOC432833,-0.6931,0.2027
Sox2,Cabp4,-0.6944,0.2021
Sox2,Notum,-0.6965,0.2011
Sox2,Gbx2,-0.7071,0.1962
Sox2,Myot,-0.71,0.1949
Sox2,1700019D03Rik,-0.7131,0.1935
Sox2,Krt42,-0.7279,0.1871
Sox2,Gfod1,-0.7289,0.1866
Sox2,Pzp,-0.7376,0.1829
Sox2,LOC669384,-0.7431,0.1806
Sox2,Ttpa,-0.7442,0.1802
Sox2,Slc28a1,-0.7463,0.1793
Sox2,Pdcl2,-0.7491,0.1781
Sox2,EG229330,-0.7562,0.1753
Sox2,Lrrc2,-0.7593,0.174
Sox2,Zmat4,-0.7629,0.1726
Sox2,Spp1,-0.7657,0.1715
Sox2,6330407J23Rik,-0.7704,0.1696
Sox2,Nr0b1,-0.7711,0.1693
Sox2,Dnajc6,-0.7719,0.169
Sox2,Trh,-0.7746,0.168
Sox2,Morc1,-0.7806,0.1657
Sox2,BC032203,-0.7824,0.165
Sox2,EG628541,-0.7844,0.1642
Sox2,Zfp459,-0.7903,0.162
Sox2,Kirrel2,-0.7903,0.162
Sox2,Pax6,-0.7939,0.1607
Sox2,D630013G24Rik,-0.7943,0.1605
Sox2,Manba,-0.7946,0.1604
Sox2,Ripply1,-0.8069,0.1559
Sox2,Vegfc,-0.8084,0.1554
Sox2,Ceacam2,-0.8208,0.151
Sox2,Ntn1,-0.8209,0.151
Sox2,Ctxn3,-0.822,0.1506
Sox2,Ceacam1,-0.8267,0.149
Sox2,C330046G13Rik,-0.8452,0.1428
Sox2,Gm555,-0.8495,0.1414
Sox2,Tcl1,-0.8589,0.1383
Sox2,2310043M15Rik,-0.8694,0.135
Sox2,Dpp4,-0.8795,0.1319
Sox2,4930519F16Rik,-0.887,0.1297
Sox2,Crisp1,-0.8949,0.1273
Sox2,E030010N08Rik,-0.8973,0.1266
Sox2,Cd207,-0.9071,0.1238
Sox2,Aass,-0.9095,0.1231
Sox2,Cyp11a1,-0.9176,0.1208
Sox2,Tnfsf11,-0.9193,0.1204
Sox2,Scgb3a1,-0.9257,0.1186
Sox2,Enox1,-0.9384,0.1152
Sox2,9330159F19Rik,-0.966,0.1081
Sox2,D630039A03Rik,-0.9775,0.1053
Sox2,Slc7a3,-0.9863,0.1032
Sox2,LOC628133,-0.9996,0.1
Sox2,Inhbb,-1.019,0.0957
Sox2,Apol6,-1.0306,0.0931
Sox2,LOC383754,-1.0534,0.0884
Sox2,Gm1967,-1.0988,0.0796
Sox2,Slc6a1,-1.1065,0.0782
Sox2,1700042O10Rik,-1.145,0.0716
Sox2,Nkx6-3,-1.1828,0.0656
Sox2,Myo1f,-1.1838,0.0654
Sox2,Spink3,-1.3131,0.0486
Sox2,Pdyn,-1.4476,0.0356
Stat3,Fgf5,0.9452,8.814
Stat3,C330026H20Rik,0.9026,7.99
Stat3,Cthrc1,0.704,5.058
Stat3,BC066135,0.6977,4.985
Stat3,Gm467,0.6917,4.916
Stat3,Sphkap,0.6915,4.914
Stat3,Prom2,0.6901,4.898
Stat3,9430069I07Rik,0.6833,4.822
Stat3,Gzme,0.6614,4.585
Stat3,2610528J11Rik,0.6593,4.563
Stat3,Spon1,0.65,4.466
Stat3,Car4,0.6445,4.41
Stat3,1700007G11Rik,0.6399,4.364
Stat3,BC013672,0.6249,4.215
Stat3,Il20ra,0.6208,4.176
Stat3,Edn2,0.6193,4.161
Stat3,Cxcl12,0.6166,4.136
Stat3,Slc23a1,0.6047,4.024
Stat3,E530001K10Rik,0.5999,3.98
Stat3,Slc40a1,0.5915,3.903
Stat3,7420416P09Rik,0.5898,3.888
Stat3,Lef1,0.5886,3.877
Stat3,Tmem54,0.5859,3.853
Stat3,Hoxb1,0.5775,3.78
Stat3,Wt1,0.5672,3.691
Stat3,Slc35d3,0.5593,3.624
Stat3,Crispld1,0.5564,3.6
Stat3,Pou3f1,0.5556,3.594
Stat3,Hrasls,0.5537,3.578
Stat3,2210039B01Rik,0.5456,3.512
Stat3,Olfr1382,0.5235,3.338
Stat3,Mal2,0.5225,3.33
Stat3,Cldn1,0.5141,3.266
Stat3,Zfp608,0.5134,3.261
Stat3,Rxrg,0.5127,3.256
Stat3,AI504432,0.5069,3.212
Stat3,D0H6S2654E,0.506,3.206
Stat3,Rab19,0.5032,3.185
Stat3,Zfp467,0.501,3.169
Stat3,Rab25,0.4989,3.154
Stat3,Sh2d1a,0.4983,3.149
Stat3,Gabra4,0.4955,3.129
Stat3,Sall2,0.4882,3.077
Stat3,Hsd11b2,0.4857,3.059
Stat3,5031410I06Rik,0.4785,3.009
Stat3,Olfr1372-ps1,0.4766,2.996
Stat3,Spnb1,0.4753,2.987
Stat3,Gabra3,0.4687,2.942
Stat3,Arg1,0.4655,2.92
Stat3,Olfr1383,0.4559,2.856
Stat3,Hecw1,0.452,2.831
Stat3,Pim2,0.4498,2.817
Stat3,Oprk1,0.4489,2.811
Stat3,Glra2,0.4479,2.804
Stat3,Asb4,0.4451,2.786
Stat3,Galnt3,0.4432,2.774
Stat3,Btnl9,0.4403,2.756
Stat3,D3Bwg0562e,0.4395,2.751
Stat3,Dennd2d,0.4388,2.746
Stat3,Kcnk1,0.4372,2.736
Stat3,Calcr,0.436,2.728
Stat3,Tac4,0.435,2.722
Stat3,Atp10a,0.4326,2.707
Stat3,Kif21a,0.426,2.666
Stat3,Slc9a7,0.4198,2.629
Stat3,4930412C18Rik,0.4177,2.616
Stat3,1700011H14Rik,0.4157,2.604
Stat3,Cacna1g,0.4113,2.578
Stat3,Irgm,0.4081,2.559
Stat3,Rgs2,0.4069,2.552
Stat3,Ccdc64b,0.4059,2.546
Stat3,Akap6,0.3986,2.503
Stat3,Thbs4,0.3974,2.496
Stat3,Grhl2,0.3967,2.492
Stat3,Gpm6b,0.3955,2.485
Stat3,Nol4,0.3892,2.45
Stat3,Mcoln3,0.3866,2.435
Stat3,Epha1,0.3852,2.427
Stat3,Rims4,0.3807,2.402
Stat3,E430004N04Rik,0.379,2.393
Stat3,1700024P16Rik,0.3767,2.38
Stat3,Olfr918,0.3747,2.369
Stat3,3110082D06Rik,0.3745,2.368
Stat3,Dnmt3b,0.369,2.338
Stat3,Cntn5,0.3681,2.333
Stat3,Rassf6,0.3678,2.332
Stat3,2010204N08Rik,0.3673,2.329
Stat3,Stk32a,0.3666,2.325
Stat3,2810459M11Rik,0.3665,2.325
Stat3,Rhd,0.3659,2.322
Stat3,Olfr1384,0.3632,2.307
Stat3,Pcsk9,0.3618,2.3
Stat3,Crlf1,0.3579,2.279
Stat3,Ptpn18,0.3562,2.27
Stat3,Igsf1,0.3554,2.266
Stat3,Sept6,0.3548,2.263
Stat3,Fgf21,0.3539,2.258
Stat3,Jph1,0.3527,2.252
Stat3,LOC636082,0.3518,2.248
Stat3,Esr2,0.3506,2.241
Stat3,Msx1,0.3495,2.236
Stat3,Sertad4,0.348,2.228
Stat3,6330509M05Rik,0.3451,2.213
Stat3,Artn,0.3448,2.212
Stat3,Slc17a6,0.343,2.202
Stat3,Trib2,0.341,2.192
Stat3,2310010M24Rik,0.3385,2.18
Stat3,Cnksr3,0.3368,2.171
Stat3,LOC672925,0.3358,2.166
Stat3,Efnb2,0.335,2.162
Stat3,Tmem59l,0.3339,2.157
Stat3,Hpn,0.3233,2.105
Stat3,BC033932,0.321,2.094
Stat3,Arsb,0.3152,2.066
Stat3,Foxa1,0.314,2.06
Stat3,1600014K23Rik,0.3133,2.057
Stat3,I0C0044D17Rik,0.3132,2.056
Stat3,Prkcb1,0.313,2.055
Stat3,Fgd2,0.3129,2.055
Stat3,Brsk2,0.3078,2.031
Stat3,EG226654,0.305,2.018
Stat3,Olfr1393,0.3023,2.005
Stat3,Snca,0.3021,2.004
Stat3,Lama1,-0.3091,0.4907
Stat3,Esrrb,-0.3158,0.4832
Stat3,Ly6g6d,-0.3162,0.4828
Stat3,E130120C16Rik,-0.3229,0.4754
Stat3,Tcfcp2l1,-0.3239,0.4743
Stat3,Tbx3,-0.3251,0.473
Stat3,Fzd5,-0.3311,0.4665
Stat3,1700041G16Rik,-0.3361,0.4612
Stat3,Snf1lk,-0.3391,0.458
Stat3,Mapt,-0.3555,0.441
Stat3,Adamtsl1,-0.3588,0.4377
Stat3,Fblim1,-0.3596,0.4369
Stat3,Zeb1,-0.3662,0.4303
Stat3,Irak3,-0.3702,0.4263
Stat3,Bcl3,-0.3727,0.4239
Stat3,Emp1,-0.3768,0.4199
Stat3,Jak3,-0.3784,0.4184
Stat3,Msc,-0.3838,0.4132
Stat3,Klf4,-0.3999,0.3981
Stat3,Pcolce,-0.4013,0.3969
Stat3,Spats1,-0.4147,0.3848
Stat3,Scgb3a1,-0.4322,0.3696
Stat3,Smarcd3,-0.4337,0.3683
Stat3,Tubb2b,-0.4401,0.3629
Stat3,LOC432833,-0.4473,0.357
Stat3,Gjb4,-0.45,0.3548
Stat3,Socs3,-0.457,0.3491
Stat3,Ak7,-0.487,0.3258
Stat3,2310043M15Rik,-0.5335,0.2927
Stat3,Spink3,-0.5551,0.2785
Stat3,Stat3,-0.6054,0.248
Stat3,Mras,-0.6144,0.2429
Stat3,4930558O21Rik,-0.6211,0.2392
Sub1,Hus1,-0.4841,0.328
Sub1,Sub1,-0.6015,0.2503
Suz12,Suz12,-0.6055,0.248
Tbl1x,Hoxb1,0.5779,3.783
Tbl1x,Tbl1x,-0.4003,0.3978
Tbx3,Ror1,0.4377,2.739
Tbx3,Pax6,0.4357,2.727
Tbx3,Atp10a,0.4264,2.669
Tbx3,Plcxd1,0.3802,2.399
Tbx3,Frem2,0.3655,2.32
Tbx3,Tox,0.3628,2.305
Tbx3,Fgfr2,0.3564,2.271
Tbx3,Tbc1d9,0.3433,2.204
Tbx3,Asb10,-0.3066,0.4936
Tbx3,Zfyve28,-0.3261,0.4719
Tbx3,Fhod3,-0.3299,0.4678
Tbx3,Gfod1,-0.3345,0.4629
Tbx3,Atp2a3,-0.3381,0.459
Tbx3,Sema5b,-0.3393,0.4578
Tbx3,Rgs9bp,-0.3446,0.4522
Tbx3,Gm967,-0.3545,0.442
Tbx3,Rapgef3,-0.3611,0.4354
Tbx3,Myo18b,-0.3658,0.4307
Tbx3,D16Ertd472e,-0.3742,0.4224
Tbx3,Cobl,-0.3769,0.4198
Tbx3,Ppp1r14d,-0.3795,0.4173
Tbx3,Erg,-0.3845,0.4125
Tbx3,Crtac1,-0.3963,0.4015
Tbx3,Lgr6,-0.3995,0.3985
Tbx3,Pla2r1,-0.4159,0.3837
Tbx3,Hal,-0.4185,0.3815
Tbx3,Pnck,-0.4197,0.3804
Tbx3,Pyy,-0.4249,0.3759
Tbx3,LOC435604,-0.4268,0.3742
Tbx3,Dnahc17,-0.4408,0.3624
Tbx3,Car8,-0.4527,0.3526
Tbx3,Kank4,-0.4945,0.3202
Tbx3,Tbx3,-0.6962,0.2012
Tbx3,Dock10,-0.7088,0.1955
Tcea3,Lsamp,0.905,8.035
Tcf3,4930430J02Rik,0.5947,3.932
Tcf3,Hlf,0.4785,3.009
Tcf3,Lbx2,0.3521,2.249
Tcf3,Tcf3,-0.5738,0.2668
Tcfap2c,Jmjd2c,0.659,4.56
Tcfap2c,Cd226,0.6302,4.267
Tcfap2c,2700038C09Rik,-0.4887,0.3245
Tcfap2c,4930528J11Rik,-0.5391,0.289
Tcfap2c,Cabyr,-0.5439,0.2858
Tcfap2c,Tcfap2c,-0.6104,0.2452
Tcfap2c,Mettl7b,-0.6304,0.2342
Tcfap4,Nkx2-2,0.8348,6.835
Tcfap4,Tshr,0.7914,6.185
Tcfap4,Mab21l1,0.7496,5.618
Tcfap4,Ebf2,0.721,5.26
Tcfap4,E230017H14Rik,0.6615,4.586
Tcfap4,Podn,0.6429,4.394
Tcfap4,9030613N10Rik,0.6199,4.167
Tcfap4,Ptprt,0.6037,4.015
Tcfap4,Matn4,0.5898,3.888
Tcfap4,Bnc1,0.5895,3.885
Tcfap4,Zic1,0.5843,3.839
Tcfap4,Lhx1,0.5773,3.778
Tcfap4,Bhlhb5,0.5696,3.711
Tcfap4,Gata3,0.5611,3.639
Tcfap4,Ugt1a5,0.5583,3.616
Tcfap4,Ccdc81,0.5523,3.566
Tcfap4,Trpc3,0.5515,3.56
Tcfap4,Tmem207,0.5448,3.505
Tcfap4,Tnfaip6,0.5431,3.492
Tcfap4,D4Ertd681e,0.5421,3.484
Tcfap4,Wnt2,0.5417,3.48
Tcfap4,Gm889,0.5381,3.452
Tcfap4,Pcdh19,0.5322,3.405
Tcfap4,Prdm8,0.5316,3.4
Tcfap4,Rgs5,0.5275,3.368
Tcfap4,Dlx2,0.5213,3.321
Tcfap4,Cdkl1,0.518,3.296
Tcfap4,Gpr85,0.5078,3.219
Tcfap4,Vgll3,0.5046,3.195
Tcfap4,Anks1b,0.5046,3.195
Tcfap4,E230028L10Rik,0.5044,3.194
Tcfap4,2310001H17Rik,0.5031,3.184
Tcfap4,Nr2f1,0.5024,3.179
Tcfap4,EG668759,0.5024,3.179
Tcfap4,Irx5,0.4954,3.128
Tcfap4,Ptgs2,0.492,3.104
Tcfap4,Cpb1,0.4912,3.098
Tcfap4,Pdzrn3,0.4883,3.078
Tcfap4,Gm104,0.4768,2.997
Tcfap4,Esx1,0.4767,2.997
Tcfap4,Ppp1r16b,0.4745,2.981
Tcfap4,Foxl2,0.4732,2.973
Tcfap4,Mdga1,0.4731,2.972
Tcfap4,Tcfap2b,0.4655,2.92
Tcfap4,Atoh1,0.4646,2.914
Tcfap4,Svop,0.4595,2.88
Tcfap4,Grid1,0.4573,2.866
Tcfap4,LOC100040223,0.4571,2.864
Tcfap4,Ppp2r2b,0.4545,2.847
Tcfap4,Art4,0.4542,2.845
Tcfap4,Plcd4,0.4541,2.845
Tcfap4,Lta,0.4529,2.837
Tcfap4,Dhh,0.4504,2.82
Tcfap4,Jph2,0.45,2.818
Tcfap4,Ms4a4b,0.4499,2.817
Tcfap4,Slc25a21,0.4471,2.799
Tcfap4,Rims1,0.4459,2.791
Tcfap4,Hoxc6,0.4439,2.779
Tcfap4,Dchs1,0.4437,2.777
Tcfap4,Crygc,0.4419,2.766
Tcfap4,Slc6a4,0.4418,2.765
Tcfap4,Rbmy1a1,0.441,2.76
Tcfap4,Tmem35,0.4402,2.755
Tcfap4,Ptx3,0.4392,2.749
Tcfap4,Perp,0.4376,2.739
Tcfap4,Foxf2,0.4371,2.735
Tcfap4,C130021I20Rik,0.4364,2.731
Tcfap4,Scn4b,0.4359,2.728
Tcfap4,6332401O19Rik,0.4344,2.718
Tcfap4,Ltb4r2,0.4322,2.705
Tcfap4,Gria3,0.4295,2.688
Tcfap4,Prdm6,0.4285,2.682
Tcfap4,Dmrt2,0.4282,2.68
Tcfap4,Nptx1,0.4278,2.677
Tcfap4,Fzd1,0.4278,2.677
Tcfap4,Grip1,0.427,2.673
Tcfap4,Mosc1,0.4253,2.662
Tcfap4,Pcdh17,0.4253,2.662
Tcfap4,Bcl11b,0.4243,2.656
Tcfap4,Arx,0.4233,2.65
Tcfap4,Mpp4,0.4186,2.621
Tcfap4,Ifnz,0.4184,2.62
Tcfap4,Tmem132c,0.4168,2.61
Tcfap4,Nefm,0.4162,2.607
Tcfap4,Ctla2a,0.416,2.606
Tcfap4,Colec11,0.4133,2.59
Tcfap4,Pcdh12,0.411,2.576
Tcfap4,Dok5,0.4103,2.572
Tcfap4,Sfrp2,0.4097,2.568
Tcfap4,Letmd1,0.4095,2.567
Tcfap4,Dmn,0.4093,2.566
Tcfap4,EG433662,0.4076,2.556
Tcfap4,Cald1,0.4031,2.529
Tcfap4,Clstn2,0.403,2.529
Tcfap4,B130065L01,0.4026,2.526
Tcfap4,8430408J09Rik,0.4026,2.526
Tcfap4,Gdpd2,0.4022,2.524
Tcfap4,Lancl3,0.4005,2.514
Tcfap4,Hoxa5,0.3986,2.503
Tcfap4,Dzip1,0.3977,2.498
Tcfap4,Pde10a,0.3974,2.496
Tcfap4,Satb2,0.3969,2.494
Tcfap4,1700003E16Rik,0.3959,2.488
Tcfap4,Edg1,0.3956,2.486
Tcfap4,Tmeff2,0.3943,2.479
Tcfap4,Dlx6os2,0.3928,2.47
Tcfap4,Bean,0.3924,2.468
Tcfap4,Prox1,0.3921,2.466
Tcfap4,Igf2as,0.3891,2.449
