"1110008f13rik","1500012f01rik","1700007k13rik","2200002d01rik","2310036o22rik","2410006h16rik","2700046a07rik","2810403a07rik","2810428i15rik","a630089n07rik","abcd4","acaa1b","acot13","actb","actg1","actl6a","actn1","adamts13","aes","ahcyl2","ahsa1","aifm1","akr1b3","anxa2","apitd1","apoe","aprt","arf1","arl6ip1","arl6ip4","arpc1b","asb13","asb6","asns","ass1","atf4","atf5","atg101","atp5j2","atp6v0d1","atp6v0e","aurka","b3gnt7","bc018473","bc1","bcas2","bcl3","best2","bex1","bhmt","bloc1s1","blvrb","bri3","bscl2","bud31","bzw2","calcoco2","calm1","calm2","calr","calu","cbx3","ccdc124","ccdc22","ccdc36","ccnb1","ccnd3","ccne1","cct5","cd63","cd9","cdc20","cdc5l","cdk2ap1","cdkn1a","cdkn2aip","cdv3","cenpa","cenpn","cep83","cfdp1","cggbp1","chchd10","chchd3","chchd4","chmp4b","churc1","ckb","cks2","clic1","clic4","clu","col18a1","col4a1","col4a2","copb2","cope","coq7","cox10","cox7a2l","creld2","crip1","crip2","crlf2","csrp1","cstb","ctgf","ctnnal1","ctsd","ctsh","ctsl","cyc1","d11wsu47e","d230025d16rik","dap","dapk3","dcdc2c","dcun1d5","ddt","ddx39b","ddx56","deb1","degs1","dhx16","dmkn","dnajc2","dnmt3b","dnmt3l","dppa4","dppa5a","dstn","dtd1","dusp1","dusp9","dym","dynll1","e130012a19rik","echdc2","eid2","eif2s2","eif3c","eif3g","eif4ebp1","elof1","elp5","emc10","emg1","epas1","epha2","erdr1","erf","esd","esrrb","etv4","exoc3l","exosc2","exosc8","f830016b08rik","fabp3","fabp5","fam129b","fam195a","fam229b","fam25c","fam96b","fcf1","fdft1","fgd1","fgf4","fkbp1a","fkbp3","fkbp4","flna","flnb","fn1","fscn1","fth1","ftl1","fto","gabarapl2","galk1","glipr2","glrx5","glud1","glul","gm10845","gm20594","gm6083","gm6878","gm7102","gm7325","gna11","gng5","gorasp2","gpx1","gpx2","gpx3","gpx4","grn","gsn","gstm1","gtf2f1","gtf3a","guca1a","guk1","h19","h2afx","h2afz","hap1","hax1","hbegf","hist1h2ah","hist1h2ao","hist1h3b","hist1h4i","hmces","hmox1","hn1","hs1bp3","hsp90aa1","hsp90b1","hspa12b","hspa5","hspb1","hsph1","htra1","id1","id2","id3","ifitm1","igfbp2","ikbip","imp3","impact","itpk1","kctd15","kif15","klf2","klf4","klf5","kpna2","krt18","krt19","krt8","krtcap2","lama1","lamb1","lamc1","laptm5","ldha","ldhb","lgals1","lgmn","lias","lima1","lin28a","lincenc1","lmna","lonp1","lrpap1","lrrc59","ltb","ltbp4","ly6a","madd","maged1","malat1","malsu1","manf","map4k5","marcksl1","mark3","mars","mcm7","mdh2","mea1","med10","med13l","meg3","mfge8","midn","mif4gd","morf4l2","mrpl12","mrpl13","mrpl14","mrpl23","mrpl34","mrpl43","mrpl53","mt1","mt2","mthfd2","mybl2","mycn","mylpf","myod1","nanog","ndrg4","ndufa13","ndufa4","ndufb10","ndufb11","ndufb6","nfyb","ngfrap1","nhp2","nkain3","nlrp1a","nme6","nodal","ntan1","nxn","ocel1","p4hb","papd5","parvb","pbld1","pcna","pcolce","pdgfa","pdia6","pdlim7","pecr","peg10","pfdn2","pfdn6","pgk1","phc1","pih1d1","pim3","pkig","pkp2","plec","plin2","plk1","pmm1","pmvk","polr2e","polr2h","pop5","ppa1","ppa2","ppie","ppm1a","ppp1r8","prpf3","prpsap1","prr13","psap","psma2","psmc1","psmd11","psmd6","psmd7","ptcd2","ptov1","pttg1","qars","qdpr","qsox1","rabac1","rad51","rarg","rasgrp2","rbfa","rbm42","rbmxl1","rheb","rhox13","rhox5","rian","rnaseh2c","rnf7","romo1","rpap1","rpl10l","rpl39l","rrp7a","rwdd1","s100a10","s100a6","saal1","safb2","sall4","samm50","sbk1","scamp3","scd2","sdhc","sec11c","sept12","serpinh1","sertad1","set","sf3b5","sfn","sgk1","siva1","slc25a4","slc25a5","slc29a1","slc2a1","slc2a3","slc30a2","slc3a2","slc6a8","slirp","smn1","snf8","snrpa1","snx6","socs2","sohlh2","sort1","sox2","sparc","spata33","spns1","sprr2b","sqstm1","srgn","srm","srpk1","srrd","srrt","sssca1","stmn1","stmn2","stmn3","stx5a","supt4a","surf4","syce2","taf11","tagln","tagln2","tbc1d16","tcea3","tceb2","tcf15","tcl1","tdgf1","tdh","tex19.1","thoc3","timm8b","tinagl1","tmem230","tmsb4x","top2a","tor4a","tpd52","tpi1","tpx2","tra2b","trappc3","trib3","trim25","trim28","trim71","trmt1","tsc22d1","tspan17","tspan4","tsta3","tuba4a","tubb2b","tubb3","tubb6","txn1","txnip","txnl1","txnrd1","tyw1","u2af1","ubald2","ube2l6","ube2s","ube3b","uchl1","ulk1","ung","upp1","utf1","utp3","vim","vipas39","wars","wbp5","wtap","xpnpep1","xrcc1","ybx3","ywhaq","zc3hc1","zdhhc7","zfp286","zfp296","zfp42"
0,1,0,0,2,1,1,1,1,2,3,0,0,14,16,1,1,0,2,1,3,0,3,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,3,6,1,2,5,0,0,0,2,0,1,0,0,0,0,1,2,0,3,0,6,0,7,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,2,1,3,0,6,0,2,0,0,1,1,0,1,4,0,0,0,2,2,1,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,3,1,2,7,0,1,1,0,2,0,1,0,19,2,2,1,1,0,4,7,0,2,5,0,2,3,0,3,2,6,0,1,2,1,0,3,1,0,10,0,0,0,0,0,0,1,1,0,2,0,0,3,1,1,1,2,1,6,1,1,18,1,0,0,0,0,6,0,3,5,3,0,0,0,1,0,1,4,2,0,8,0,1,1,0,1,0,0,1,0,6,0,1,0,1,8,0,0,3,0,2,0,18,2,3,3,8,4,0,1,1,2,4,1,1,1,2,2,1,1,1,0,2,2,1,0,0,0,1,1,3,0,2,0,1,0,1,0,2,0,1,0,0,2,1,0,0,1,1,6,0,3,1,0,1,1,2,4,1,0,0,2,0,0,0,1,0,2,4,0,1,10,0,11,25,0,2,0,2,0,4,1,0,0,3,0,0,0,2,6,10,8,0,1,0,0,1,0,0,1,11,2,0,0,2,2,0,0,3,7,1,1,0,0,1,1,0,1,2,2,0,1,3,0,2,0,0,0,0,0,1,0,0,2,2,0,2,2,0,3,0,3,0,0,1,1,2,0,2,0,0,2,0,0,1,1,0,1,1,2,0,0,1,0,1,4,0,3,1,2,0,0,1,0,0,0,0,10,0,0,1,3,0,3,2,1,3,1,0,0,1,2,3,2,0,0,1,0,3,0,0,0,1,1,0,3,2,0,0,2,1,1,0,1,0,3,0,0,0,0,1,1,5,1,0,2,2,0,3,1,0,2,1,6,9,0,0,1,3,0,0,1,9,1,1,0,0,1,1,2,2,0,1,4,0,1,2,8,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,1,4,1,0,2,0,2
1,1,1,0,2,1,1,0,0,1,2,0,1,6,12,3,3,3,2,2,1,1,1,6,0,0,4,4,3,0,1,0,1,1,1,0,0,0,3,1,0,0,0,2,2,10,0,1,5,0,0,1,0,0,3,0,2,4,1,8,0,0,2,2,6,2,4,1,2,1,2,2,3,2,0,3,1,1,0,1,3,0,1,2,3,1,5,0,1,0,1,0,5,0,2,2,0,3,0,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,4,3,1,1,2,0,2,0,0,0,19,1,0,2,0,5,3,8,0,1,5,4,1,0,2,2,0,3,0,3,1,4,1,2,0,0,11,0,1,0,4,1,0,1,0,4,2,6,1,0,1,2,6,4,1,5,2,6,19,2,2,0,0,0,5,1,3,3,2,0,0,0,0,0,2,2,0,0,13,3,0,0,0,2,0,3,0,3,12,3,0,0,0,3,0,0,1,0,1,1,16,5,1,2,16,2,0,0,0,0,1,0,0,0,1,1,1,3,0,3,0,2,1,0,0,1,2,1,3,1,4,0,1,1,0,2,0,0,0,3,1,7,1,4,0,1,1,4,1,2,0,1,1,2,3,2,0,2,0,4,1,1,1,0,2,0,2,0,1,10,0,13,40,0,2,0,1,0,0,0,0,0,1,0,1,0,1,2,10,10,0,1,1,1,0,1,1,1,14,1,3,0,1,1,1,0,4,2,5,2,0,1,2,0,0,0,2,1,0,5,1,2,3,0,0,2,0,0,2,0,0,4,0,4,1,3,0,2,0,1,1,1,0,0,3,1,3,1,1,0,0,0,1,0,1,1,3,1,0,1,0,0,1,1,1,4,5,1,1,0,2,0,0,2,2,13,2,0,0,2,1,1,2,0,1,0,0,0,1,1,1,2,0,2,0,0,4,6,0,3,0,1,0,4,1,0,5,0,4,0,0,0,0,1,0,0,1,1,0,3,7,2,0,0,12,4,4,0,0,1,3,4,9,3,0,1,0,0,0,0,9,4,2,0,0,0,0,3,1,2,0,6,0,2,1,8,8,1,0,4,0,0,0,2,1,5,2,0,0,1,2,0,1,1,0,2,0,1,0,0,7
0,1,0,0,0,1,0,0,0,12,0,0,1,3,6,1,3,2,2,0,0,6,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,2,0,0,0,3,1,2,0,1,0,0,0,0,0,2,0,0,1,1,1,4,0,0,2,1,2,1,2,1,1,0,4,1,2,1,1,2,1,0,0,1,0,0,1,0,0,0,6,0,0,0,0,1,0,2,2,0,0,0,0,0,3,1,0,0,1,0,2,0,8,0,0,0,0,2,0,0,1,1,1,3,1,1,1,0,1,2,0,0,1,15,1,0,0,0,0,0,2,0,1,4,0,2,0,0,2,3,0,0,3,4,2,1,0,0,0,2,0,1,2,0,1,0,11,1,2,0,0,0,1,4,0,0,1,1,7,0,3,20,2,2,0,0,0,2,0,2,7,2,0,0,3,0,0,0,1,0,1,8,1,1,1,0,0,0,0,2,0,2,1,0,0,0,2,0,0,1,3,0,1,2,6,8,1,2,1,4,0,1,1,0,3,0,0,0,0,6,1,0,0,0,1,0,0,0,0,2,0,1,1,0,1,2,0,2,1,0,0,1,2,1,0,1,2,1,7,0,13,0,3,4,0,0,1,0,1,0,2,2,9,1,0,1,1,0,1,3,1,1,6,0,7,12,0,4,1,1,1,1,0,2,2,0,0,0,0,1,0,10,20,0,0,0,0,0,2,2,0,10,1,1,1,3,0,0,0,0,1,1,3,0,3,0,1,3,2,2,0,0,1,3,1,0,0,1,2,0,0,1,0,3,0,1,0,1,0,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,2,1,1,2,2,3,0,1,3,2,1,2,1,1,0,0,0,0,5,7,5,1,3,2,0,0,0,1,0,0,0,1,5,3,0,0,0,1,4,0,0,0,0,1,0,3,1,1,0,3,0,1,1,1,9,0,5,1,0,3,1,2,0,0,1,8,2,1,7,0,0,2,1,0,0,1,2,0,0,3,0,0,0,1,0,0,0,3,1,0,1,9,7,1,0,2,1,0,1,1,0,2,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0
6,5,0,0,1,0,0,2,2,14,5,0,2,17,30,5,1,2,1,6,15,1,11,1,0,1,0,6,7,0,1,2,0,1,5,2,0,5,1,0,1,1,3,8,16,8,2,0,4,0,1,0,0,1,3,8,0,5,5,4,2,2,0,0,101,1,5,4,11,0,3,9,2,6,0,5,4,4,1,2,2,2,8,1,5,2,4,2,3,2,5,3,3,3,2,0,2,1,0,5,0,5,3,1,0,1,1,1,4,0,2,3,2,2,0,0,0,4,3,5,2,0,1,1,0,3,11,5,1,33,2,1,2,0,1,16,7,1,0,10,10,3,5,0,5,1,4,1,2,6,5,1,3,8,1,9,1,5,2,0,7,0,1,3,1,3,1,4,0,5,3,11,3,6,1,2,10,53,4,1,0,1,0,7,5,10,2,9,1,3,0,0,2,5,8,0,0,17,0,0,1,0,1,0,1,1,2,10,0,1,2,3,6,0,0,6,0,4,1,57,8,9,1,17,3,1,10,0,1,1,0,3,0,7,2,4,3,5,2,0,0,3,0,1,3,1,1,1,0,4,0,2,2,1,9,1,0,1,0,0,4,0,1,0,7,2,6,0,0,3,2,1,2,8,6,0,0,3,8,1,5,1,3,1,1,0,3,2,13,0,17,22,2,1,1,10,0,2,2,1,5,1,2,0,0,7,5,18,28,1,1,0,1,1,0,2,1,11,5,2,0,3,1,2,8,2,6,12,3,0,2,1,1,2,0,4,3,0,6,3,1,11,1,1,1,3,2,4,0,2,2,3,1,4,1,1,2,2,1,1,1,0,7,3,2,2,1,4,1,3,0,2,0,3,2,3,2,1,0,5,3,2,2,1,1,3,1,1,0,6,0,2,2,1,25,1,10,1,2,4,3,8,4,3,2,1,0,4,4,1,3,1,3,0,0,2,2,0,3,1,1,1,2,1,0,2,3,5,8,0,0,5,4,2,4,0,2,5,0,7,2,0,6,10,3,5,2,1,2,9,0,10,1,2,2,7,2,0,6,20,6,1,4,0,1,0,2,5,2,3,11,0,7,3,9,0,5,0,6,3,4,1,3,6,4,0,0,0,2,1,3,4,0,4,9,4,1,4,0,0
5,1,2,2,3,2,2,0,1,15,6,0,0,49,38,4,0,3,7,0,5,1,10,1,1,7,6,9,11,1,0,2,1,7,3,2,3,1,9,3,2,0,6,1,7,11,4,0,7,1,3,2,5,3,3,0,0,4,1,4,3,1,0,1,7,7,12,5,6,0,5,0,4,3,2,1,7,2,0,0,1,1,7,7,1,3,14,1,3,2,2,4,1,5,2,0,1,0,1,6,4,2,1,1,1,1,2,2,10,0,2,5,1,3,1,1,2,2,1,7,1,1,4,9,0,5,3,10,4,59,9,6,1,3,2,5,5,2,2,6,3,7,11,5,10,1,1,1,2,21,3,1,7,3,3,18,1,3,5,1,3,0,5,3,7,6,4,3,2,12,3,5,5,5,8,3,36,92,7,1,2,1,0,10,4,4,6,10,2,1,0,4,5,0,7,0,2,18,6,3,0,1,3,0,2,0,11,18,4,1,1,10,27,0,0,6,3,2,0,44,3,7,8,31,2,4,2,0,2,2,0,4,0,4,2,3,1,2,8,8,5,2,0,2,1,5,1,2,6,3,0,4,3,2,3,1,3,2,0,2,7,1,5,3,12,5,16,6,0,5,7,5,2,11,13,6,3,4,7,4,3,2,4,10,0,4,3,5,16,1,72,96,1,18,1,4,1,1,3,3,3,0,2,3,2,6,3,21,15,1,0,3,5,0,4,4,0,12,3,1,2,11,5,1,5,6,5,24,19,7,5,1,0,6,1,2,7,4,4,1,0,9,2,0,0,5,2,3,0,4,8,5,1,4,2,0,4,0,5,0,1,1,3,5,0,0,2,3,1,0,0,1,4,3,5,6,7,1,5,3,3,7,4,1,5,6,1,3,4,10,1,1,3,1,28,7,1,4,9,4,7,2,8,5,0,4,4,7,3,0,1,1,0,0,2,8,2,0,3,1,4,2,0,3,4,2,4,7,12,1,2,7,20,2,1,0,3,4,7,5,3,1,5,26,9,0,3,1,5,12,11,23,0,4,2,3,1,2,4,20,12,5,15,0,2,3,3,3,1,0,7,0,6,5,19,1,3,15,4,3,1,6,1,3,8,1,2,0,3,1,5,3,2,3,18,2,4,6,2,4
6,0,0,0,0,0,1,3,3,10,15,0,1,23,46,3,4,5,7,7,14,3,3,0,1,2,5,9,1,0,4,1,0,7,0,1,0,3,5,0,3,3,1,7,13,15,1,0,15,1,1,1,1,1,2,2,1,4,3,2,3,2,2,1,45,0,9,3,4,3,14,0,5,1,2,5,2,3,1,3,7,1,17,1,11,2,13,9,1,0,2,2,4,1,3,7,0,0,0,5,2,2,3,2,3,2,0,1,4,1,2,1,7,1,1,2,0,1,3,10,6,2,0,1,0,2,6,1,0,68,5,0,1,1,0,6,8,0,3,29,2,3,13,4,3,0,4,3,2,15,3,6,3,1,0,11,1,4,1,1,0,2,3,12,2,3,1,2,2,3,0,5,10,2,4,3,20,82,6,5,3,1,1,23,3,8,4,10,1,0,4,2,5,5,9,1,0,21,2,0,2,2,0,0,1,2,5,8,1,4,0,1,9,0,0,3,4,1,0,50,3,3,4,10,5,1,4,5,0,0,3,3,2,2,2,4,3,5,4,2,2,5,0,4,3,0,1,4,3,8,1,2,1,2,3,1,1,5,2,2,8,0,0,4,13,2,17,0,2,2,2,5,2,0,2,4,0,5,6,0,1,1,3,4,2,0,0,3,18,1,29,53,0,12,0,3,3,8,14,0,1,1,5,0,1,17,2,27,16,1,4,0,3,0,4,3,2,19,2,5,0,6,4,2,6,3,0,12,6,0,4,0,1,7,0,2,1,5,2,0,3,5,1,0,1,2,1,2,0,2,2,8,3,6,2,1,3,0,5,1,3,2,0,1,3,1,3,4,1,0,0,0,5,5,1,6,4,7,5,3,5,8,2,0,5,4,5,2,1,3,1,0,2,0,12,1,2,2,6,2,2,2,0,6,0,1,5,8,1,1,2,3,4,1,0,10,3,1,3,0,2,0,2,0,0,7,0,3,3,0,3,1,3,1,2,2,2,7,1,8,1,2,7,10,2,5,2,1,6,12,5,13,2,1,3,3,3,1,8,30,4,4,6,3,2,1,1,3,4,3,9,0,3,7,11,2,2,6,6,1,4,4,1,2,6,4,0,0,1,4,2,1,4,5,11,6,0,3,0,9
9,6,1,3,6,6,2,1,2,12,13,0,3,43,53,1,3,1,2,7,5,0,7,3,2,1,6,6,1,4,10,0,1,8,3,0,1,0,4,5,3,1,6,12,17,27,0,4,15,0,7,1,0,0,5,0,2,6,3,8,3,3,2,1,71,6,6,2,6,3,5,4,2,2,2,10,1,2,2,2,9,1,8,0,2,0,20,2,0,1,0,0,3,0,3,3,1,1,0,5,2,1,4,2,1,0,1,2,6,1,1,5,5,7,2,1,0,3,2,13,12,0,0,0,0,8,3,3,3,31,4,1,1,0,0,5,8,0,2,30,4,7,5,8,9,0,3,0,8,15,2,1,2,2,1,6,3,4,1,2,9,0,5,3,4,1,2,6,3,11,0,6,5,13,10,4,4,35,4,3,3,1,0,12,3,1,8,2,1,1,2,1,1,4,9,0,0,14,1,0,1,4,1,0,1,0,4,10,6,0,2,13,32,1,0,8,2,4,0,45,4,5,3,21,2,0,3,0,0,1,3,3,3,5,1,4,2,4,1,4,3,1,0,0,1,2,1,4,1,5,1,3,1,2,5,1,1,2,0,6,8,1,2,6,11,3,14,4,2,6,6,4,7,3,9,0,2,2,14,7,10,1,7,2,3,3,1,1,9,2,12,21,1,10,5,7,1,8,1,3,2,6,2,3,1,12,13,36,16,1,1,1,2,3,5,4,3,26,3,1,0,10,1,1,7,4,4,13,6,1,2,3,3,14,1,7,8,5,8,3,0,10,7,2,0,2,3,2,0,1,4,5,2,4,3,1,3,0,1,1,1,0,2,2,2,0,2,5,3,1,2,3,0,7,0,1,2,1,4,3,7,14,9,0,3,5,2,0,0,5,2,0,2,0,21,1,3,1,2,17,6,26,6,15,2,2,1,1,5,3,2,0,3,0,1,12,4,0,2,0,1,2,5,1,0,5,3,5,6,0,4,3,2,0,1,0,0,8,3,10,1,0,2,17,10,4,1,1,7,9,4,19,3,0,5,4,3,1,2,22,2,1,7,1,0,4,3,2,2,3,19,2,3,3,22,3,1,5,4,0,1,0,9,0,8,1,6,0,4,4,2,11,3,7,9,1,1,7,1,6
7,0,2,0,1,0,1,2,7,15,11,0,2,65,65,1,2,1,8,9,11,2,11,1,3,3,12,10,1,1,12,1,1,5,2,2,0,4,8,7,3,3,3,13,24,14,4,7,11,0,4,0,1,3,2,11,0,4,5,5,2,2,0,0,79,1,22,5,7,1,5,2,5,9,1,6,5,0,0,0,6,1,8,1,2,9,11,5,1,4,3,4,7,1,5,1,2,1,0,1,2,4,1,0,1,1,2,2,2,0,0,0,2,0,0,3,0,3,5,7,7,2,1,6,0,8,0,4,3,40,2,9,1,2,2,8,7,0,0,16,6,3,11,1,7,3,4,2,4,11,5,3,2,10,3,13,1,6,2,0,2,0,9,3,6,2,1,0,2,8,3,5,11,3,10,6,18,69,3,2,1,0,0,20,3,12,9,6,2,0,4,0,1,4,10,1,0,11,1,0,3,6,0,0,5,0,3,15,4,0,3,8,52,1,0,1,0,5,0,41,5,12,8,33,5,6,5,0,0,4,2,6,0,4,3,5,5,3,2,2,2,2,0,2,5,3,2,1,3,10,4,7,0,2,3,7,0,4,2,3,4,0,3,0,5,1,9,3,3,2,13,3,2,9,5,2,1,3,17,0,7,0,3,4,4,2,3,4,20,1,26,73,4,4,0,3,2,0,2,1,2,1,1,1,1,6,11,30,14,0,1,3,6,2,3,4,1,28,3,3,0,7,1,2,4,3,8,29,1,1,10,0,4,5,2,0,4,2,2,2,2,8,2,1,1,1,5,4,1,6,6,6,1,2,1,1,1,0,1,3,4,1,1,8,1,2,4,3,0,0,0,6,3,4,1,2,4,2,2,2,1,10,6,3,6,3,1,0,1,5,1,3,1,3,17,3,16,2,4,3,4,2,1,1,0,4,7,6,2,0,4,1,3,2,0,7,3,2,0,1,7,3,8,1,2,2,2,0,9,1,2,0,5,1,3,0,5,10,2,9,4,1,0,14,4,2,3,0,8,15,12,35,5,6,1,3,1,0,7,22,10,4,14,0,2,6,7,0,0,2,14,1,2,3,14,2,3,2,14,3,2,3,4,2,10,1,1,4,3,3,6,0,10,5,9,6,0,3,4,4
0,0,0,0,0,2,1,0,0,1,7,2,1,15,17,0,0,1,1,2,4,0,3,0,0,0,3,6,5,0,1,0,0,0,2,1,1,1,1,0,1,0,1,11,7,9,1,1,3,0,1,2,0,1,1,0,5,0,1,8,0,1,1,0,16,1,3,0,2,4,4,0,0,5,0,0,2,0,0,1,2,3,0,1,0,2,3,2,1,0,2,0,3,1,0,0,2,1,1,5,1,0,0,0,1,0,0,3,2,0,1,5,0,0,0,0,1,1,0,1,4,0,0,0,0,0,5,6,0,8,0,0,1,0,0,4,0,0,0,9,0,6,4,0,4,1,1,1,1,1,1,2,1,3,0,8,0,0,1,2,1,1,0,7,2,0,2,1,3,3,0,2,2,9,0,4,3,28,3,0,0,0,0,6,2,0,4,3,0,1,1,2,3,2,5,0,1,0,3,2,1,0,2,0,0,0,4,5,1,0,4,1,4,0,0,0,1,5,1,36,9,1,0,3,0,0,1,0,0,0,1,1,2,5,1,1,3,1,4,5,2,0,0,1,0,0,1,0,0,0,3,1,0,1,1,3,1,0,2,0,0,0,0,4,2,2,5,1,1,2,2,2,1,3,2,0,0,3,1,3,1,0,2,2,0,0,0,0,3,1,13,33,1,3,0,2,0,2,2,3,0,1,0,1,0,2,7,10,5,2,0,0,1,1,3,0,1,5,1,0,1,2,0,0,3,0,2,3,0,0,1,5,0,3,0,1,0,10,0,3,0,1,2,1,0,0,0,1,0,2,6,1,0,2,3,3,0,0,0,1,2,0,0,2,3,1,3,4,0,1,1,0,1,6,0,2,0,0,2,0,0,6,4,0,1,4,1,0,0,6,1,1,0,0,20,3,1,0,2,2,4,6,1,4,0,0,1,1,0,0,7,1,2,4,0,1,4,0,0,0,1,0,2,0,0,3,0,2,3,0,0,4,0,0,0,0,1,2,2,2,1,0,2,14,0,1,1,0,1,9,2,7,2,1,0,1,0,0,0,9,0,1,10,0,1,0,0,1,2,0,0,1,1,2,4,0,1,1,2,1,2,4,4,1,1,0,0,2,0,1,3,1,0,0,3,2,2,1,0,2
2,1,0,0,2,3,0,1,3,6,6,1,1,62,26,4,5,7,3,7,2,0,5,2,0,2,7,10,5,1,3,1,2,3,2,3,7,3,5,1,2,1,3,8,50,12,3,1,23,1,0,3,0,0,1,2,1,3,3,5,0,3,3,0,49,1,19,2,7,9,4,5,4,3,8,1,7,5,1,3,6,1,4,1,2,3,10,7,8,3,1,5,1,3,1,2,2,0,2,7,0,3,1,1,3,3,0,1,2,0,2,6,0,1,0,1,0,2,5,4,2,0,0,2,0,2,0,12,4,21,1,3,1,0,2,4,8,1,0,28,3,2,17,4,2,0,3,3,3,8,9,5,8,5,0,10,1,4,4,3,2,0,6,2,1,0,3,3,0,11,2,4,7,2,7,12,14,64,1,8,1,3,3,7,1,8,8,6,0,0,5,2,6,5,14,0,0,12,4,0,2,2,1,0,2,0,4,15,0,3,2,8,26,0,0,5,2,1,0,46,8,4,3,21,6,2,1,3,0,0,1,4,3,7,4,1,5,2,1,1,4,6,0,2,7,1,2,4,2,3,13,0,0,0,8,1,3,1,3,2,3,1,0,2,8,0,39,1,3,4,4,3,1,8,5,0,0,7,4,2,2,0,9,7,2,2,2,2,12,4,36,67,1,10,0,14,2,2,2,3,2,1,4,0,2,11,6,19,18,1,1,1,2,1,5,0,3,18,2,5,0,11,4,0,2,5,5,13,4,0,7,2,1,3,3,2,4,2,9,3,4,4,0,0,1,0,0,2,1,4,6,1,3,6,6,1,8,1,4,4,1,2,1,2,5,1,2,2,6,3,0,2,3,9,3,4,2,3,0,0,3,8,6,1,7,5,4,4,2,3,1,3,3,3,19,5,1,6,2,4,4,6,8,14,0,2,3,3,2,2,3,0,2,1,4,4,6,0,1,0,5,1,3,1,0,6,1,6,6,0,2,4,17,2,0,0,1,1,9,7,1,0,8,28,10,2,0,0,5,4,5,14,5,1,1,2,1,1,6,18,5,1,5,1,1,0,5,3,0,0,12,3,4,1,16,7,3,3,19,0,6,1,2,0,4,2,1,2,1,9,4,2,1,1,8,8,0,4,0,7
0,2,0,0,2,2,1,0,1,4,7,0,0,24,25,0,3,6,1,2,4,2,5,0,1,1,2,4,5,1,2,0,0,0,2,1,0,1,3,1,0,2,0,5,9,6,0,8,6,0,0,0,2,1,3,2,0,3,3,2,2,0,0,0,23,0,4,1,2,0,2,1,0,1,1,0,5,2,0,0,2,0,4,0,1,0,6,1,0,1,0,1,0,1,3,0,0,0,0,3,1,1,0,1,0,0,4,1,1,0,1,4,1,0,0,1,1,3,1,4,4,0,1,1,0,4,0,2,0,31,1,0,2,2,1,1,7,0,1,15,6,1,4,1,0,0,3,2,2,3,3,2,6,1,0,6,0,2,6,2,2,1,4,10,2,0,1,3,0,1,2,3,1,3,4,5,4,41,2,1,1,0,0,6,3,3,12,5,0,0,1,1,3,1,6,0,0,2,0,1,0,2,0,0,3,0,5,12,1,0,1,0,1,0,0,2,0,5,0,25,2,3,1,9,2,1,2,0,0,0,0,5,0,2,1,2,3,1,2,1,8,2,1,0,1,1,0,2,3,1,0,1,0,1,0,1,2,1,4,1,4,2,1,0,6,4,11,0,1,2,0,1,0,5,4,2,6,3,0,1,6,2,4,1,0,0,0,1,15,4,4,29,0,6,2,2,1,4,1,7,2,2,1,3,1,2,3,15,13,1,0,0,1,0,0,0,2,11,5,1,1,3,1,0,1,5,2,6,2,0,3,0,0,1,0,2,1,3,9,2,4,2,0,0,0,1,0,3,1,0,1,2,0,2,1,1,0,1,2,1,1,2,1,1,0,0,2,1,0,0,0,1,0,5,1,2,2,0,1,0,1,6,1,1,1,2,1,2,1,1,0,1,2,1,15,0,0,0,3,3,1,3,2,3,0,0,1,0,0,0,1,1,0,0,0,6,4,0,0,0,0,1,4,1,0,5,0,1,2,1,0,0,0,1,5,0,1,3,0,8,1,1,4,16,0,6,1,0,1,2,2,9,1,0,3,1,1,0,2,11,2,2,7,0,0,0,0,5,1,0,4,3,1,0,7,2,1,1,6,0,0,0,0,0,2,2,2,0,3,1,1,1,0,1,0,1,0,3,2,1
