"1110008f13rik","1500012f01rik","1700007k13rik","2200002d01rik","2310036o22rik","2410006h16rik","2700046a07rik","2810403a07rik","2810428i15rik","a630089n07rik","abcd4","acaa1b","acot13","actb","actg1","actl6a","actn1","adamts13","aes","ahcyl2","ahsa1","aifm1","akr1b3","anxa2","apitd1","apoe","aprt","arf1","arl6ip1","arl6ip4","arpc1b","asb13","asb6","asns","ass1","atf4","atf5","atg101","atp5j2","atp6v0d1","atp6v0e","aurka","b3gnt7","bc018473","bc1","bcas2","bcl3","best2","bex1","bhmt","bloc1s1","blvrb","bri3","bscl2","bud31","bzw2","calcoco2","calm1","calm2","calr","calu","cbx3","ccdc124","ccdc22","ccdc36","ccnb1","ccnd3","ccne1","cct5","cd63","cd9","cdc20","cdc5l","cdk2ap1","cdkn1a","cdkn2aip","cdv3","cenpa","cenpn","cep83","cfdp1","cggbp1","chchd10","chchd3","chchd4","chmp4b","churc1","ckb","cks2","clic1","clic4","clu","col18a1","col4a1","col4a2","copb2","cope","coq7","cox10","cox7a2l","creld2","crip1","crip2","crlf2","csrp1","cstb","ctgf","ctnnal1","ctsd","ctsh","ctsl","cyc1","d11wsu47e","d230025d16rik","dap","dapk3","dcdc2c","dcun1d5","ddt","ddx39b","ddx56","deb1","degs1","dhx16","dmkn","dnajc2","dnmt3b","dnmt3l","dppa4","dppa5a","dstn","dtd1","dusp1","dusp9","dym","dynll1","e130012a19rik","echdc2","eid2","eif2s2","eif3c","eif3g","eif4ebp1","elof1","elp5","emc10","emg1","epas1","epha2","erdr1","erf","esd","esrrb","etv4","exoc3l","exosc2","exosc8","f830016b08rik","fabp3","fabp5","fam129b","fam195a","fam229b","fam25c","fam96b","fcf1","fdft1","fgd1","fgf4","fkbp1a","fkbp3","fkbp4","flna","flnb","fn1","fscn1","fth1","ftl1","fto","gabarapl2","galk1","glipr2","glrx5","glud1","glul","gm10845","gm20594","gm6083","gm6878","gm7102","gm7325","gna11","gng5","gorasp2","gpx1","gpx2","gpx3","gpx4","grn","gsn","gstm1","gtf2f1","gtf3a","guca1a","guk1","h19","h2afx","h2afz","hap1","hax1","hbegf","hist1h2ah","hist1h2ao","hist1h3b","hist1h4i","hmces","hmox1","hn1","hs1bp3","hsp90aa1","hsp90b1","hspa12b","hspa5","hspb1","hsph1","htra1","id1","id2","id3","ifitm1","igfbp2","ikbip","imp3","impact","itpk1","kctd15","kif15","klf2","klf4","klf5","kpna2","krt18","krt19","krt8","krtcap2","lama1","lamb1","lamc1","laptm5","ldha","ldhb","lgals1","lgmn","lias","lima1","lin28a","lincenc1","lmna","lonp1","lrpap1","lrrc59","ltb","ltbp4","ly6a","madd","maged1","malat1","malsu1","manf","map4k5","marcksl1","mark3","mars","mcm7","mdh2","mea1","med10","med13l","meg3","mfge8","midn","mif4gd","morf4l2","mrpl12","mrpl13","mrpl14","mrpl23","mrpl34","mrpl43","mrpl53","mt1","mt2","mthfd2","mybl2","mycn","mylpf","myod1","nanog","ndrg4","ndufa13","ndufa4","ndufb10","ndufb11","ndufb6","nfyb","ngfrap1","nhp2","nkain3","nlrp1a","nme6","nodal","ntan1","nxn","ocel1","p4hb","papd5","parvb","pbld1","pcna","pcolce","pdgfa","pdia6","pdlim7","pecr","peg10","pfdn2","pfdn6","pgk1","phc1","pih1d1","pim3","pkig","pkp2","plec","plin2","plk1","pmm1","pmvk","polr2e","polr2h","pop5","ppa1","ppa2","ppie","ppm1a","ppp1r8","prpf3","prpsap1","prr13","psap","psma2","psmc1","psmd11","psmd6","psmd7","ptcd2","ptov1","pttg1","qars","qdpr","qsox1","rabac1","rad51","rarg","rasgrp2","rbfa","rbm42","rbmxl1","rheb","rhox13","rhox5","rian","rnaseh2c","rnf7","romo1","rpap1","rpl10l","rpl39l","rrp7a","rwdd1","s100a10","s100a6","saal1","safb2","sall4","samm50","sbk1","scamp3","scd2","sdhc","sec11c","sept12","serpinh1","sertad1","set","sf3b5","sfn","sgk1","siva1","slc25a4","slc25a5","slc29a1","slc2a1","slc2a3","slc30a2","slc3a2","slc6a8","slirp","smn1","snf8","snrpa1","snx6","socs2","sohlh2","sort1","sox2","sparc","spata33","spns1","sprr2b","sqstm1","srgn","srm","srpk1","srrd","srrt","sssca1","stmn1","stmn2","stmn3","stx5a","supt4a","surf4","syce2","taf11","tagln","tagln2","tbc1d16","tcea3","tceb2","tcf15","tcl1","tdgf1","tdh","tex19.1","thoc3","timm8b","tinagl1","tmem230","tmsb4x","top2a","tor4a","tpd52","tpi1","tpx2","tra2b","trappc3","trib3","trim25","trim28","trim71","trmt1","tsc22d1","tspan17","tspan4","tsta3","tuba4a","tubb2b","tubb3","tubb6","txn1","txnip","txnl1","txnrd1","tyw1","u2af1","ubald2","ube2l6","ube2s","ube3b","uchl1","ulk1","ung","upp1","utf1","utp3","vim","vipas39","wars","wbp5","wtap","xpnpep1","xrcc1","ybx3","ywhaq","zc3hc1","zdhhc7","zfp286","zfp296","zfp42"
0,1,1,3,5,0,1,1,2,6,6,0,0,43,48,3,3,2,7,7,6,1,3,3,3,1,8,3,1,2,0,0,0,3,4,1,0,5,4,3,0,1,1,10,31,6,0,1,8,2,1,2,2,1,3,3,0,2,0,13,1,1,0,0,60,0,6,4,0,5,4,1,5,1,2,4,1,1,1,0,2,2,15,2,0,0,7,0,1,1,2,0,1,1,1,1,1,0,0,4,3,0,1,0,0,1,2,0,9,0,1,2,0,3,0,0,1,0,2,5,2,1,1,1,0,4,1,3,3,25,1,1,0,1,0,9,4,0,0,20,3,2,4,1,4,0,0,1,4,7,5,0,1,4,0,5,1,2,0,4,0,1,2,3,1,0,1,3,1,4,1,7,3,10,3,3,15,61,3,6,1,0,0,15,0,2,5,8,1,0,0,0,1,4,10,1,0,18,0,1,0,1,1,0,2,1,1,6,0,0,1,6,45,0,0,2,1,2,1,60,5,2,2,12,2,3,3,0,2,0,2,3,0,8,1,3,1,2,4,3,3,0,1,0,1,2,0,1,10,3,1,0,0,0,9,2,1,2,3,2,5,0,5,1,4,1,16,0,1,0,6,4,1,4,3,0,1,3,4,0,1,1,5,3,0,0,0,2,6,1,13,21,0,1,1,5,2,3,0,1,3,2,0,0,0,3,1,9,7,1,2,0,4,2,5,0,2,6,9,0,1,2,1,1,7,6,2,8,5,0,1,2,0,1,0,2,1,1,7,1,0,1,1,3,1,3,1,0,1,0,7,7,1,4,4,2,0,0,0,2,0,0,2,0,2,4,6,3,0,1,0,1,0,4,4,3,2,1,5,0,2,11,2,3,3,0,2,2,0,1,4,0,1,0,17,1,5,2,5,7,4,6,3,7,1,2,2,1,1,3,2,2,1,0,1,3,1,0,2,0,1,0,2,2,2,4,0,3,0,1,4,4,2,0,0,0,0,3,2,4,0,0,8,13,6,1,2,0,3,11,3,10,1,3,0,5,0,0,1,12,3,0,11,1,0,0,2,4,0,4,5,1,3,4,9,1,2,3,5,1,2,1,6,1,4,4,1,1,5,5,3,2,1,1,1,3,0,3,1,2
9,5,0,1,7,2,0,3,1,7,4,0,0,44,43,6,3,4,1,9,10,1,10,4,1,3,6,17,4,0,1,1,1,10,4,5,2,3,10,2,3,1,1,10,50,17,5,2,20,0,3,5,5,1,2,6,5,5,5,14,1,1,1,1,62,3,14,2,5,9,5,7,3,1,1,2,4,2,0,1,4,4,10,3,4,6,20,8,1,1,7,2,4,1,6,3,3,8,3,2,0,2,2,3,0,2,1,4,9,1,0,6,4,1,1,0,0,1,4,3,6,0,3,1,0,3,1,12,0,53,4,0,0,1,3,11,10,2,2,18,1,6,6,0,2,1,5,4,2,21,15,4,9,4,0,13,0,3,6,7,5,0,10,4,2,3,3,2,6,14,0,12,3,3,6,10,46,77,5,8,0,2,1,14,2,5,2,5,2,0,0,1,5,5,14,0,1,13,3,1,3,4,2,1,3,0,2,18,0,3,5,4,13,0,0,2,2,4,2,63,13,14,6,25,3,3,2,1,0,3,3,5,0,7,5,9,3,5,9,11,1,2,1,2,3,1,3,6,4,6,6,1,0,4,7,4,0,4,1,6,10,1,2,0,15,7,14,0,3,3,9,3,2,4,17,1,3,4,9,0,7,4,1,1,4,1,4,2,16,2,28,54,2,12,3,7,0,2,0,3,1,5,2,1,1,19,4,33,17,0,1,2,3,0,3,5,2,22,8,0,2,6,1,5,15,4,4,4,2,3,2,1,2,2,1,6,12,6,2,5,1,3,1,1,0,2,1,3,0,2,4,7,2,6,4,0,0,0,3,2,0,4,4,3,4,3,1,5,0,2,1,4,0,10,0,4,5,0,4,3,2,13,4,1,6,1,2,4,3,6,1,5,2,0,21,0,3,2,9,4,1,13,5,11,7,2,6,5,2,5,7,4,2,3,3,6,7,1,3,1,8,5,6,0,1,10,2,7,4,0,1,4,6,3,2,0,3,7,3,9,1,2,3,15,3,2,0,4,7,9,4,22,4,6,5,4,5,0,10,31,9,1,8,0,0,3,4,4,1,2,11,2,6,5,13,3,6,1,12,2,9,6,10,1,12,1,2,1,7,10,4,3,4,4,9,8,1,2,0,7
4,3,0,4,2,5,1,2,4,18,9,0,0,44,54,3,2,1,6,9,16,0,14,7,2,3,20,4,4,1,7,0,2,1,4,1,0,3,1,2,1,1,1,9,52,22,2,2,14,1,2,0,5,3,11,5,1,3,3,11,5,0,1,2,100,4,4,5,1,5,8,6,9,9,0,9,3,0,4,5,2,1,5,4,2,0,25,4,2,1,1,1,4,4,6,3,1,1,1,7,0,1,2,1,4,1,2,5,13,1,2,6,7,0,1,3,5,0,1,5,8,2,0,6,0,2,7,18,4,93,11,1,0,0,0,15,15,4,0,19,6,5,9,0,10,2,6,0,7,22,6,3,7,6,1,17,2,11,3,2,5,1,9,2,2,1,1,1,2,5,2,8,4,6,6,5,25,96,6,3,1,0,0,5,0,2,12,15,0,2,1,2,1,1,7,0,0,17,1,1,0,4,3,0,4,1,5,12,0,0,0,9,27,0,1,11,0,6,2,75,7,9,2,27,6,2,5,1,3,2,1,3,3,10,1,7,2,3,9,12,5,4,1,3,0,3,1,2,4,12,2,2,1,3,5,0,2,2,5,0,13,1,4,12,12,2,11,0,2,14,3,1,1,9,2,1,3,9,31,1,6,4,5,5,2,2,2,2,34,0,77,105,1,9,6,7,0,7,1,2,4,1,1,0,2,11,13,26,31,1,1,1,4,1,10,2,4,36,4,4,0,8,4,4,7,6,7,12,3,3,13,1,0,6,0,2,0,1,12,1,0,5,0,2,2,4,1,4,2,3,2,5,3,3,4,1,5,0,2,5,1,1,1,2,6,1,4,3,3,0,1,1,0,6,0,2,3,1,3,3,6,27,6,1,2,3,3,0,2,4,1,2,2,1,29,3,18,3,9,0,6,14,4,12,2,4,2,7,5,3,3,1,4,1,1,12,9,0,3,0,10,4,9,6,0,13,2,10,7,2,0,2,5,1,4,0,1,15,5,6,2,0,3,26,13,0,1,1,6,27,5,48,2,4,2,2,3,1,12,26,3,3,24,1,1,3,3,1,3,2,6,3,2,6,27,5,11,3,8,2,7,12,6,0,4,5,2,1,4,4,3,4,0,4,13,6,0,6,1,9
6,6,1,2,2,2,1,0,3,3,9,1,3,36,42,4,4,2,2,7,9,9,15,2,2,4,4,8,6,3,2,3,2,2,7,5,2,8,9,4,2,1,3,6,15,39,8,1,11,1,1,1,2,0,5,1,0,11,10,4,1,6,1,0,60,0,30,8,3,3,10,9,14,9,3,8,3,7,4,0,7,1,6,1,2,6,33,1,1,3,8,6,2,0,8,0,1,2,1,7,4,0,2,0,2,1,1,7,4,0,2,5,0,4,1,1,0,7,1,7,3,2,3,3,2,1,14,8,6,46,4,6,5,5,1,10,16,3,2,30,9,10,16,1,16,3,5,3,3,26,3,5,4,11,0,26,6,2,4,7,4,0,5,1,2,0,0,4,2,6,3,6,3,6,2,5,29,98,9,2,2,5,1,14,4,5,11,12,2,1,1,1,3,3,16,0,0,26,1,1,1,0,0,1,3,2,7,26,3,6,3,28,98,0,0,6,0,1,3,75,5,12,3,10,6,0,14,1,9,1,2,5,4,2,2,5,1,3,0,3,3,1,0,0,5,0,2,1,5,4,0,1,2,2,8,4,0,4,1,7,12,0,8,2,12,3,9,1,0,4,6,5,2,17,3,0,3,1,15,3,5,3,8,12,5,2,4,6,28,1,37,75,1,15,5,3,2,8,3,2,3,4,0,1,2,1,19,31,21,0,1,0,3,2,3,3,4,56,14,0,0,6,5,0,5,3,5,9,6,2,10,0,3,7,0,2,2,2,5,5,0,12,0,0,0,7,5,4,0,1,3,3,4,2,2,3,3,2,6,1,0,0,3,3,7,3,1,4,2,1,2,4,3,3,5,0,0,1,6,1,0,7,8,0,6,1,1,2,4,13,1,1,3,1,25,3,15,2,5,16,4,37,5,10,4,3,0,1,3,3,2,2,4,0,3,10,2,0,0,0,2,2,14,8,2,6,5,4,6,0,2,6,4,6,2,0,2,16,2,20,4,2,2,10,3,7,5,0,4,7,0,62,4,7,1,2,1,1,4,22,7,2,11,0,1,0,4,2,1,4,9,7,8,9,23,5,5,0,7,3,3,6,10,1,17,3,3,0,0,2,2,8,3,4,12,4,1,11,4,1
8,2,0,1,0,3,0,1,0,6,8,1,1,45,21,1,6,1,4,2,4,4,7,0,2,1,4,8,0,2,2,0,4,5,2,1,2,1,13,0,4,1,2,11,14,10,1,1,9,0,0,0,1,5,1,2,0,2,5,1,2,1,0,0,16,0,21,4,3,2,3,2,7,0,0,1,7,0,0,3,9,1,9,2,3,2,9,1,0,4,0,0,0,2,4,2,2,0,0,4,2,0,0,0,1,0,0,3,6,2,0,6,0,0,2,0,0,0,1,2,5,0,0,0,0,0,1,2,3,65,2,2,0,3,0,10,13,1,0,10,3,1,9,3,1,2,2,3,4,3,4,2,7,4,0,12,0,4,2,1,2,0,0,3,2,2,4,1,2,2,1,3,7,7,4,6,23,42,6,4,0,0,1,15,3,3,4,13,1,1,0,0,2,2,17,0,0,25,1,3,0,0,4,1,0,2,3,7,1,3,1,4,17,0,0,2,1,3,0,44,0,2,2,17,3,0,2,0,0,1,0,4,1,1,12,1,2,4,5,6,9,1,2,1,2,2,0,1,2,3,0,3,0,2,2,3,0,3,0,1,8,1,3,5,8,0,14,0,0,6,4,2,0,6,4,3,2,5,6,1,2,1,1,3,3,0,2,1,10,0,35,64,1,2,1,14,1,3,3,3,4,1,0,1,1,7,4,16,10,4,1,2,2,2,2,0,4,13,1,0,0,7,4,1,4,3,4,13,1,1,5,3,0,2,1,1,3,3,4,1,0,7,5,0,1,2,2,6,1,4,5,4,0,1,3,0,1,1,3,0,0,2,1,0,1,1,1,3,1,1,1,2,0,5,2,3,3,2,2,3,1,20,4,2,1,8,1,0,0,3,1,0,1,0,13,2,0,2,2,0,2,2,1,3,1,2,3,2,0,1,2,2,2,2,0,2,3,0,0,0,1,0,3,0,0,1,3,1,5,0,0,5,0,0,2,0,0,2,2,8,2,1,5,12,3,9,0,0,3,10,5,14,2,3,3,2,0,1,4,14,8,2,13,2,2,1,3,1,2,1,10,0,1,3,3,3,6,1,7,2,0,2,5,7,3,2,1,0,5,1,0,0,10,3,5,3,0,2,2,8
5,2,3,2,2,8,0,1,0,7,2,1,2,43,78,2,8,2,4,1,3,1,0,3,0,2,6,5,4,5,4,1,1,31,7,0,2,3,4,1,1,3,0,7,12,13,5,1,20,2,0,3,4,1,9,1,2,16,7,3,1,2,1,1,5,2,24,0,5,0,13,3,5,2,1,4,2,0,0,0,4,2,10,3,3,5,13,3,0,0,4,0,4,8,1,5,3,3,2,3,1,0,4,2,1,0,0,3,8,1,3,5,0,1,3,3,2,1,1,7,6,0,1,2,1,9,3,13,0,59,3,2,0,4,2,16,16,0,7,15,14,8,13,3,4,0,3,2,2,20,5,5,8,2,0,11,1,3,4,16,5,0,6,2,0,1,3,3,0,8,1,8,6,9,7,9,24,93,5,8,3,2,0,7,1,1,7,10,2,0,0,0,1,3,23,1,3,17,2,1,5,3,0,2,1,0,3,15,2,6,1,9,35,0,0,8,5,2,2,89,6,4,4,28,1,4,1,2,2,4,17,5,3,1,3,5,2,0,2,14,5,2,0,3,3,4,1,7,8,23,17,0,7,2,2,7,2,1,5,0,9,0,1,1,6,1,26,1,0,8,10,1,1,16,9,4,4,5,4,6,6,7,6,4,2,2,2,1,21,1,57,97,3,13,0,2,0,4,0,2,2,1,6,2,2,14,8,15,30,2,2,2,1,1,10,0,4,27,9,4,2,8,3,0,3,8,6,35,1,2,6,0,1,12,1,3,4,6,1,0,4,9,4,0,0,1,2,1,2,2,4,3,2,6,7,0,8,2,2,0,2,3,3,0,0,1,2,2,2,2,1,0,1,14,9,0,1,2,4,1,0,6,4,3,5,9,3,1,6,3,1,5,3,3,21,5,2,2,4,5,5,6,11,33,2,2,6,4,0,6,7,2,0,2,2,9,12,0,1,1,6,2,7,3,5,9,3,7,7,0,2,0,5,3,0,0,2,5,3,2,4,0,12,20,4,2,0,0,5,1,10,17,0,16,4,5,1,2,5,32,5,1,15,0,2,4,2,4,2,1,15,4,3,3,12,2,7,0,5,1,4,5,6,17,8,1,0,1,2,5,1,5,5,6,2,7,0,3,0,13
3,2,5,0,1,1,3,3,4,9,8,1,0,46,27,2,4,10,7,1,9,3,4,0,0,9,12,4,1,0,2,1,0,0,4,1,0,0,7,1,0,3,2,14,8,6,2,3,14,2,1,2,2,0,3,2,1,7,6,4,4,3,3,2,16,0,15,2,8,2,5,3,5,3,0,5,4,0,0,0,5,1,11,4,2,4,3,7,5,3,1,1,2,0,1,3,0,0,1,1,1,1,0,1,1,2,0,1,6,1,4,2,0,0,2,2,0,4,2,8,3,1,0,1,0,2,8,2,3,80,4,2,3,4,1,7,1,1,2,15,1,9,10,1,10,1,4,3,2,13,1,5,6,5,2,9,1,4,4,1,6,0,2,9,1,1,1,3,2,4,2,2,2,2,13,1,11,68,7,1,0,1,2,6,2,4,6,14,2,3,0,3,0,2,11,0,0,11,0,0,0,3,0,0,3,0,0,13,1,2,0,18,46,0,0,8,0,0,0,83,4,3,3,17,5,3,4,0,1,1,1,2,1,1,4,2,2,0,1,4,7,3,1,6,1,4,1,3,4,10,3,1,0,2,0,1,0,1,1,1,2,0,4,0,8,3,29,0,5,3,5,2,1,1,13,2,0,6,9,0,4,5,1,0,1,1,0,2,13,1,27,67,1,7,1,10,1,2,0,2,2,0,2,5,1,5,5,12,18,0,0,0,0,2,5,3,3,2,5,4,0,2,2,0,8,2,9,13,3,1,5,1,1,7,1,2,2,1,9,5,2,4,0,0,1,4,1,3,2,3,2,2,3,5,6,1,2,1,4,4,0,0,2,3,0,1,0,1,0,1,1,1,0,4,3,2,0,2,2,4,4,25,5,1,2,1,2,1,1,7,0,2,0,1,13,1,7,1,4,0,10,6,0,7,0,2,3,8,1,4,3,1,2,0,2,5,5,0,0,0,1,1,3,2,0,3,3,1,3,0,0,1,2,0,2,3,3,3,2,12,5,5,12,13,9,1,1,1,7,17,6,12,5,3,0,3,0,1,2,18,1,3,6,1,0,0,3,3,0,0,13,2,4,4,13,7,1,1,6,1,5,2,1,1,4,2,0,0,0,3,1,0,1,5,4,4,0,9,0,1
1,2,1,2,0,0,1,1,1,10,4,1,0,30,18,0,0,1,1,4,4,0,7,0,1,1,4,0,1,1,0,0,0,3,3,0,1,0,4,0,0,0,0,4,8,6,0,0,4,0,1,0,1,1,1,3,1,1,1,2,3,0,0,1,27,1,4,0,1,2,4,1,3,2,0,2,0,1,0,0,0,1,3,1,0,0,6,0,0,1,0,3,0,0,1,2,0,0,0,0,3,0,0,2,2,1,2,1,1,0,0,0,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,2,0,23,0,0,0,2,0,5,6,0,0,9,1,4,11,0,2,0,0,1,1,4,2,2,1,2,1,2,1,4,2,0,0,0,3,2,0,0,2,1,1,2,1,0,2,2,0,2,8,39,6,0,2,1,1,5,0,2,6,4,3,0,0,1,0,1,2,0,0,10,0,3,0,0,0,0,1,0,1,4,2,0,0,0,2,0,0,1,1,0,0,32,2,2,1,7,0,3,1,0,0,2,0,1,0,3,5,1,0,1,0,1,0,2,0,1,2,0,1,3,1,1,0,0,0,0,0,2,1,1,1,1,8,0,1,0,8,1,17,0,2,4,4,2,1,0,2,2,0,7,2,1,0,2,3,6,1,0,3,0,1,1,6,20,0,3,2,1,0,0,1,1,2,3,1,1,0,2,6,38,6,0,1,1,0,0,0,2,0,5,1,2,0,6,2,0,3,2,3,3,2,1,0,0,0,0,0,0,1,0,4,2,0,2,0,0,1,1,1,0,0,0,1,0,0,1,3,0,0,0,0,2,0,3,0,2,2,1,0,0,1,1,1,1,4,7,1,0,0,0,1,3,4,3,3,0,1,1,10,1,0,5,0,2,0,0,14,0,1,1,2,0,0,5,0,2,1,1,1,2,1,0,1,0,0,0,0,2,8,0,1,0,0,1,0,1,0,1,2,4,2,0,0,0,0,2,3,1,1,0,4,6,1,0,3,6,1,0,0,1,0,8,1,4,1,1,3,2,0,0,2,7,7,2,4,2,0,1,1,2,0,0,2,0,0,0,2,4,1,0,3,2,0,3,3,1,3,0,1,1,1,1,3,3,0,1,2,0,1,1,2,6
4,0,2,1,2,8,2,0,2,5,6,0,0,25,46,1,3,6,3,1,4,2,9,2,1,1,2,9,2,0,3,1,0,9,3,3,0,3,8,6,1,2,1,12,0,10,3,1,22,0,0,0,0,1,4,4,0,6,8,11,6,2,1,0,5,2,11,8,2,1,7,5,3,6,0,4,5,7,0,0,9,0,2,0,1,4,10,1,1,0,3,6,4,4,1,3,1,2,0,6,2,2,3,0,3,3,1,4,6,0,0,8,4,1,2,1,1,10,1,5,3,0,1,3,0,2,10,2,1,22,3,3,3,0,2,15,11,0,1,51,6,5,5,0,8,2,6,0,1,15,8,0,7,6,1,12,1,2,1,12,1,0,3,11,1,0,4,4,1,4,5,10,2,4,8,16,20,34,2,5,0,2,2,10,4,10,11,4,0,0,4,2,3,0,8,0,1,7,1,0,1,1,1,0,0,1,2,20,0,2,4,20,85,0,0,14,1,4,0,60,8,5,4,19,7,3,11,1,0,3,2,6,4,6,2,1,5,0,5,7,7,1,1,0,7,2,0,1,2,5,2,0,1,1,2,0,3,0,5,0,6,0,3,2,5,7,15,0,3,3,12,3,2,5,13,2,1,9,5,1,5,5,7,4,2,5,4,0,12,2,26,56,2,12,0,8,0,6,2,2,5,8,3,0,1,13,11,15,22,0,1,2,1,3,1,4,2,19,19,0,1,2,0,0,3,4,11,7,4,0,3,1,1,10,4,3,7,7,9,11,5,8,0,0,1,4,2,4,1,8,8,4,2,3,3,2,3,3,3,0,0,0,5,3,4,1,2,1,5,2,1,0,0,4,2,1,7,8,2,2,5,34,3,3,0,3,5,4,0,5,0,0,2,1,24,5,4,2,2,10,1,17,9,12,0,9,3,0,3,2,7,0,1,3,0,8,5,2,3,1,6,0,9,0,2,7,1,5,6,0,0,9,2,2,1,0,2,4,4,2,5,2,4,21,7,6,3,0,5,13,2,15,5,4,3,3,1,1,4,20,5,0,14,0,3,1,2,4,1,1,10,3,6,9,15,2,10,1,3,2,3,5,10,0,11,6,6,4,2,10,5,9,5,4,9,4,0,4,3,12
0,5,3,4,6,4,3,0,4,9,8,0,0,35,65,2,7,5,1,5,4,2,4,6,0,1,8,19,5,4,3,1,0,5,2,5,2,1,4,1,2,1,1,13,28,3,0,0,19,0,1,2,0,2,1,1,4,9,0,6,0,1,2,4,70,2,5,3,3,2,6,4,3,3,0,5,7,3,4,0,1,0,4,5,4,0,9,3,2,2,0,5,1,4,2,2,1,1,1,1,0,2,2,0,0,1,1,1,2,0,3,1,3,2,1,1,0,1,3,6,2,0,3,3,1,1,4,3,1,43,7,4,0,1,2,7,7,2,3,11,5,9,4,0,11,2,1,1,1,9,3,3,5,2,0,7,1,4,2,2,0,0,2,0,5,2,2,0,0,9,1,8,2,9,0,2,10,47,2,0,0,2,2,12,4,8,5,10,1,0,0,0,5,3,4,0,0,6,1,7,3,1,3,0,1,0,2,7,1,2,2,4,20,1,0,2,1,1,2,32,2,3,2,9,3,1,1,0,0,0,0,11,0,3,2,4,2,1,4,12,0,21,1,36,1,2,1,6,2,5,1,6,2,0,2,0,0,4,0,2,1,1,1,2,4,0,61,1,1,3,9,2,1,1,1,1,0,2,0,2,3,1,7,5,1,3,1,0,6,4,35,91,0,5,0,0,0,1,0,1,2,3,1,1,2,7,7,30,5,0,3,1,1,1,9,1,2,9,3,3,0,5,2,0,6,5,2,7,1,1,3,1,0,9,0,1,4,1,3,1,2,1,0,1,1,1,1,2,1,6,5,9,5,4,1,3,1,0,0,1,0,3,0,0,0,0,1,1,3,2,0,0,4,1,4,1,1,0,1,5,9,37,6,0,1,3,4,0,0,5,0,2,4,0,23,0,5,3,2,4,10,1,2,4,2,0,0,4,1,0,4,3,1,2,1,7,2,1,1,0,2,1,4,2,1,3,2,2,1,0,0,0,8,1,0,0,1,5,0,3,2,0,3,7,5,2,2,2,0,8,2,6,1,1,0,2,1,2,1,11,3,5,5,2,1,1,6,1,1,3,4,1,4,0,6,9,4,0,2,0,1,1,3,3,4,5,1,2,1,0,2,1,2,2,6,5,0,4,1,4
4,0,1,2,8,2,1,2,5,30,8,3,0,47,33,0,5,6,3,16,2,3,8,9,1,4,7,5,2,0,6,1,3,2,3,6,2,4,7,1,5,5,5,9,94,14,3,0,11,2,4,3,2,5,7,1,1,1,1,13,1,4,4,5,182,3,6,7,5,4,3,3,10,6,1,1,9,5,3,1,4,1,5,3,1,7,17,2,1,0,0,5,2,0,0,0,7,2,0,8,1,1,0,0,2,4,1,2,7,0,3,4,6,1,3,3,4,3,2,3,9,3,1,8,0,2,4,14,2,45,11,3,4,2,2,9,20,1,1,18,8,8,14,5,3,5,2,3,2,11,17,1,14,15,1,14,3,18,0,0,2,6,4,4,2,4,4,6,2,4,1,3,3,3,6,5,34,74,2,5,1,2,2,14,5,2,6,8,0,4,1,0,4,5,5,1,1,16,2,4,6,5,4,1,5,1,4,16,1,6,0,4,21,0,0,7,4,2,0,50,5,5,9,34,1,2,4,0,3,1,0,5,0,3,4,4,1,22,9,11,7,1,0,0,8,1,4,4,5,6,0,7,5,2,11,3,2,1,2,1,3,1,1,0,8,5,28,2,7,4,2,1,1,6,12,4,1,1,35,1,1,1,4,3,6,0,2,3,15,1,84,93,2,4,2,11,3,5,2,6,7,2,8,6,2,12,10,51,17,3,2,2,2,1,1,2,4,26,1,3,0,6,6,2,2,5,6,7,12,0,14,1,6,3,5,6,2,0,8,4,3,15,4,1,1,0,0,9,5,5,2,4,1,7,2,0,2,3,3,4,0,4,4,5,3,2,2,5,3,0,1,5,2,2,11,5,2,7,3,3,5,13,4,1,2,4,0,1,1,8,0,1,1,2,13,3,4,5,3,2,9,9,1,9,0,12,5,2,4,2,5,1,7,1,2,13,4,0,2,0,8,1,11,0,2,10,3,3,9,0,0,9,1,0,0,1,3,3,3,5,7,1,17,39,8,4,6,0,5,11,10,33,3,1,3,1,3,4,9,35,6,4,5,0,0,0,8,5,1,0,23,1,7,6,19,2,9,2,8,2,5,1,3,1,2,6,8,0,2,5,1,1,7,9,4,3,0,3,2,13
